SID,LAT,LON,Time
1984169N20137,22.3000,129.600,456580800.0
1984169N20137,22.3577,129.314,456591600.0
1984169N20137,22.3945,129.031,456602400.0
1984169N20137,22.4256,128.741,456613200.0
1984169N20137,22.4400,128.480,456624000.0
1984169N20137,22.4411,128.274,456634800.0
1984169N20137,22.4229,128.105,456645600.0
1984169N20137,22.3821,127.960,456656400.0
1984169N20137,22.3400,127.800,456667200.0
1984169N20137,22.3196,127.578,456678000.0
1984169N20137,22.3100,127.336,456688800.0
1984169N20137,22.3028,127.105,456699600.0
1984169N20137,22.3000,126.880,456710400.0
1984169N20137,22.3030,126.689,456721200.0
1984169N20137,22.3013,126.465,456732000.0
1984169N20137,22.2879,126.155,456742800.0
1984169N20137,22.2600,125.780,456753600.0
1984169N20137,22.2099,125.370,456764400.0
1984169N20137,22.1630,124.925,456775200.0
1984169N20137,22.1531,124.461,456786000.0
1984169N20137,22.1400,124.000,456796800.0
1984169N20137,22.0815,123.600,456807600.0
1984169N20137,22.0151,123.166,456818400.0
1984169N20137,21.9737,122.639,456829200.0
1984169N20137,21.9400,122.020,456840000.0
1984169N20137,21.9168,121.336,456850800.0
1984169N20137,21.8791,120.574,456861600.0
1984169N20137,21.8000,119.747,456872400.0
1984169N20137,21.7000,118.900,456883200.0
1984169N20137,21.5961,118.090,456894000.0
1984169N20137,21.4814,117.313,456904800.0
1984169N20137,21.3395,116.570,456915600.0
1984169N20137,21.2200,115.880,456926400.0
1984169N20137,21.1634,115.256,456937200.0
1984169N20137,21.1432,114.653,456948000.0
1984169N20137,21.1239,114.004,456958800.0
1984169N20137,21.1400,113.360,456969600.0
1984169N20137,21.2068,112.782,456980400.0
1984169N20137,21.2973,112.186,456991200.0
1984169N20137,21.3630,111.517,457002000.0
1984169N20137,21.4400,110.760,457012800.0
1984169N20137,21.5503,109.903,457023600.0
1984169N20137,21.6496,109.002,457034400.0
1984169N20137,21.7231,108.137,457045200.0
1984169N20137,21.7385,107.315,457056000.0
1984169N20137,21.6034,106.594,457066800.0
1984169N20137,21.5125,105.788,457077600.0
1984169N20137,21.4438,104.999,457088400.0
1984169N20137,21.4000,104.100,457099200.0
1984169N20137,21.2500,103.036,457110000.0
1984169N20137,21.0000,102.000,457120800.0
1984169N20137,20.9625,100.963,457131600.0
1984169N20137,21.0000,100.000,457142400.0
1984169N20137,21.0127,99.1996,457153200.0
1984169N20137,21.0000,98.5000,457164000.0
1984285N17089,16.8000,88.6000,466257600.0
1984285N17089,17.1263,88.6000,466268400.0
1984285N17089,17.3950,88.6000,466279200.0
1984285N17089,17.5700,88.6000,466290000.0
1984285N17089,17.7000,88.6000,466300800.0
1984285N17089,17.8519,88.6000,466311600.0
1984285N17089,17.9900,88.6000,466322400.0
1984285N17089,18.0994,88.6000,466333200.0
1984285N17089,18.2000,88.6000,466344000.0
1984285N17089,18.3088,88.6020,466354800.0
1984285N17089,18.4250,88.6037,466365600.0
1984285N17089,18.5588,88.6036,466376400.0
1984285N17089,18.7000,88.6000,466387200.0
1984285N17089,18.8412,88.5969,466398000.0
1984285N17089,18.9750,88.5825,466408800.0
1984285N17089,19.0875,88.5469,466419600.0
1984285N17089,19.2000,88.5000,466430400.0
1984285N17089,19.3375,88.4576,466441200.0
1984285N17089,19.4750,88.4112,466452000.0
1984285N17089,19.5912,88.3629,466462800.0
1984285N17089,19.7000,88.3000,466473600.0
1984285N17089,19.8026,88.2149,466484400.0
1984285N17089,19.9137,88.1149,466495200.0
1984285N17089,20.0479,88.0112,466506000.0
1984285N17089,20.2000,87.9000,466516800.0
1984285N17089,20.3484,87.8056,466527600.0
1984285N17089,20.5235,87.6871,466538400.0
1984285N17089,20.7431,87.5261,466549200.0
1984285N17089,21.0000,87.3000,466560000.0
1984285N17089,21.2824,86.9946,466570800.0
1984285N17089,21.5843,86.6385,466581600.0
1984285N17089,21.8916,86.2706,466592400.0
1984285N17089,22.2000,85.9000,466603200.0
1984314N09088,8.80000,88.0000,468806400.0
1984314N09088,8.90219,87.6623,468817200.0
1984314N09088,9.01637,87.3475,468828000.0
1984314N09088,9.15113,87.0691,468838800.0
1984314N09088,9.30000,86.8000,468849600.0
1984314N09088,9.45243,86.5078,468860400.0
1984314N09088,9.60741,86.2075,468871200.0
1984314N09088,9.76616,85.9072,468882000.0
1984314N09088,9.90000,85.6000,468892800.0
1984314N09088,9.97901,85.2896,468903600.0
1984314N09088,10.0400,84.9574,468914400.0
1984314N09088,10.1222,84.5790,468925200.0
1984314N09088,10.2000,84.2000,468936000.0
1984314N09088,10.2532,83.8749,468946800.0
1984314N09088,10.2962,83.5499,468957600.0
1984314N09088,10.3448,83.1787,468968400.0
1984314N09088,10.4000,82.8000,468979200.0
1984314N09088,10.4522,82.4320,468990000.0
1984314N09088,10.5276,82.0737,469000800.0
1984314N09088,10.6491,81.7136,469011600.0
1984314N09088,10.8000,81.4000,469022400.0
1984314N09088,10.9449,81.1601,469033200.0
1984314N09088,11.1199,80.9763,469044000.0
1984314N09088,11.3412,80.8118,469054800.0
1984314N09088,11.6000,80.7000,469065600.0
1984314N09088,11.8839,80.6523,469076400.0
1984314N09088,12.1887,80.6412,469087200.0
1984314N09088,12.4917,80.6108,469098000.0
1984314N09088,12.8000,80.6000,469108800.0
1984314N09088,13.1561,80.6377,469119600.0
1984314N09088,13.4888,80.6999,469130400.0
1984314N09088,13.7595,80.7546,469141200.0
1984314N09088,13.9000,80.8000,469152000.0
1984314N09088,13.8242,80.8407,469162800.0
1984314N09088,13.6512,80.8475,469173600.0
1984314N09088,13.4976,80.7943,469184400.0
1984314N09088,13.4000,80.7000,469195200.0
1984314N09088,13.4280,80.5760,469206000.0
1984314N09088,13.5238,80.4501,469216800.0
1984314N09088,13.6602,80.3591,469227600.0
1984314N09088,13.8000,80.3000,469238400.0
1984314N09088,13.8955,80.2767,469249200.0
1984314N09088,13.9612,80.2637,469260000.0
1984314N09088,13.9864,80.2314,469270800.0
1984314N09088,14.0000,80.2000,469281600.0
1984314N09088,14.0397,80.1908,469292400.0
1984314N09088,14.0807,80.1818,469303200.0
1984314N09088,14.0977,80.1432,469314000.0
1984314N09088,14.1000,80.1000,469324800.0
1984314N09088,14.0975,80.0875,469335600.0
1984314N09088,14.1000,80.1000,469346400.0
1984332N08086,8.40000,85.8000,470383200.0
1984332N08086,8.50129,85.6513,470394000.0
1984332N08086,8.60000,85.5000,470404800.0
1984332N08086,8.69489,85.3449,470415600.0
1984332N08086,8.78978,85.1898,470426400.0
1984332N08086,8.88603,85.0360,470437200.0
1984332N08086,9.00000,84.9000,470448000.0
1984332N08086,9.14623,84.7780,470458800.0
1984332N08086,9.31748,84.6838,470469600.0
1984332N08086,9.50248,84.6165,470480400.0
1984332N08086,9.70000,84.6000,470491200.0
1984332N08086,9.93922,84.6399,470502000.0
1984332N08086,10.1488,84.7448,470512800.0
1984332N08086,10.2677,84.9136,470523600.0
1984332N08086,10.3000,85.1000,470534400.0
1984332N08086,10.2575,85.2695,470545200.0
1984332N08086,10.1300,85.4202,470556000.0
1984332N08086,9.92124,85.5533,470566800.0
1984332N08086,9.70000,85.6000,470577600.0
1984332N08086,9.51406,85.5090,470588400.0
1984332N08086,9.39749,85.3311,470599200.0
1984332N08086,9.40093,85.1263,470610000.0
1984332N08086,9.50000,84.9000,470620800.0
1984332N08086,9.66659,84.7116,470631600.0
1984332N08086,9.88106,84.4951,470642400.0
1984332N08086,10.1049,84.2360,470653200.0
1984332N08086,10.3000,83.9000,470664000.0
1984332N08086,10.4004,83.4699,470674800.0
1984332N08086,10.4636,82.9844,470685600.0
1984332N08086,10.5186,82.5166,470696400.0
1984332N08086,10.6000,82.0000,470707200.0
1984332N08086,10.7489,81.4046,470718000.0
1984332N08086,10.9822,80.7531,470728800.0
1984332N08086,11.3530,80.1012,470739600.0
1984332N08086,11.7000,79.4000,470750400.0
1984332N08086,11.8808,78.6275,470761200.0
1984332N08086,11.9424,77.8011,470772000.0
1984332N08086,11.9126,76.9554,470782800.0
1984332N08086,11.8000,76.1000,470793600.0
1984332N08086,11.6345,75.2522,470804400.0
1984332N08086,11.4360,74.4131,470815200.0
1984332N08086,11.2492,73.6013,470826000.0
1984332N08086,11.1000,72.8000,470836800.0
1984332N08086,11.0224,71.9622,470847600.0
1984332N08086,10.9774,71.1592,470858400.0
1984332N08086,10.9323,70.4467,470869200.0
1984332N08086,10.9000,69.8000,470880000.0
1984332N08086,10.8875,69.1832,470890800.0
1984332N08086,10.8782,68.6165,470901600.0
1984332N08086,10.8460,68.1016,470912400.0
1984332N08086,10.8000,67.6000,470923200.0
1984332N08086,10.7503,67.0610,470934000.0
1984332N08086,10.6860,66.5250,470944800.0
1984332N08086,10.5986,66.0178,470955600.0
1984332N08086,10.5000,65.5000,470966400.0
1984332N08086,10.4034,64.9347,470977200.0
1984332N08086,10.3035,64.3650,470988000.0
1984332N08086,10.1980,63.8341,470998800.0
1984332N08086,10.1000,63.3000,471009600.0
1984332N08086,10.0405,62.7548,471020400.0
1984332N08086,9.97201,62.1665,471031200.0
1984332N08086,9.86110,61.5164,471042000.0
1984332N08086,9.70000,60.8000,471052800.0
1984332N08086,9.47101,60.0191,471063600.0
1984332N08086,9.20770,59.1895,471074400.0
1984332N08086,8.94788,58.3391,471085200.0
1984332N08086,8.70000,57.5000,471096000.0
1984332N08086,8.45825,56.6921,471106800.0
1984332N08086,8.26237,55.9302,471117600.0
1984332N08086,8.15142,55.2321,471128400.0
1984332N08086,8.10000,54.6000,471139200.0
1984332N08086,8.07642,54.0147,471150000.0
1984332N08086,8.08096,53.4803,471160800.0
1984332N08086,8.09118,52.9783,471171600.0
1984332N08086,8.10000,52.5000,471182400.0
1984332N08086,8.11300,52.0100,471193200.0
1984332N08086,8.11233,51.5564,471204000.0
1984332N08086,8.07923,51.1572,471214800.0
1984332N08086,8.00000,50.8000,471225600.0
1984332N08086,7.90376,50.4824,471236400.0
1984332N08086,7.72116,50.1388,471247200.0
1984332N08086,7.42046,49.6808,471258000.0
1984332N08086,7.00000,49.2000,471268800.0
1984332N08086,6.41650,48.7761,471279600.0
1984332N08086,5.81242,48.4033,471290400.0
1984332N08086,5.33584,48.1026,471301200.0
1984332N08086,5.00000,47.8000,471312000.0
1984332N08086,4.80946,47.4243,471322800.0
1984332N08086,4.70000,47.0000,471333600.0
1985143N16088,16.2000,87.8000,485632800.0
1985143N16088,16.3920,87.9503,485643600.0
1985143N16088,16.6000,88.1000,485654400.0
1985143N16088,16.8369,88.2505,485665200.0
1985143N16088,17.1028,88.4132,485676000.0
1985143N16088,17.3936,88.5956,485686800.0
1985143N16088,17.7000,88.8000,485697600.0
1985143N16088,17.9975,89.0344,485708400.0
1985143N16088,18.3101,89.2750,485719200.0
1985143N16088,18.6475,89.4982,485730000.0
1985143N16088,19.0000,89.7000,485740800.0
1985143N16088,19.3413,89.8680,485751600.0
1985143N16088,19.6987,90.0292,485762400.0
1985143N16088,20.0829,90.2059,485773200.0
1985143N16088,20.5000,90.4000,485784000.0
1985143N16088,20.9246,90.6255,485794800.0
1985143N16088,21.3921,90.8469,485805600.0
1985143N16088,21.9085,91.0275,485816400.0
1985143N16088,22.5000,91.2000,485827200.0
1985143N16088,23.1761,91.3923,485838000.0
1985143N16088,23.9000,91.6000,485848800.0
1985148N15067,15.1000,67.4000,486108000.0
1985148N15067,15.4500,67.4508,486118800.0
1985148N15067,15.8000,67.5000,486129600.0
1985148N15067,16.1500,67.5467,486140400.0
1985148N15067,16.5000,67.5933,486151200.0
1985148N15067,16.8500,67.6433,486162000.0
1985148N15067,17.2000,67.7000,486172800.0
1985148N15067,17.5480,67.7604,486183600.0
1985148N15067,17.8963,67.8425,486194400.0
1985148N15067,18.2464,67.9672,486205200.0
1985148N15067,18.6000,68.1000,486216000.0
1985148N15067,18.9592,68.2158,486226800.0
1985148N15067,19.3288,68.3223,486237600.0
1985148N15067,19.7177,68.4325,486248400.0
1985148N15067,20.1000,68.5000,486259200.0
1985148N15067,20.4501,68.4771,486270000.0
1985148N15067,20.7787,68.4117,486280800.0
1985148N15067,21.0880,68.3479,486291600.0
1985148N15067,21.4000,68.3000,486302400.0
1985148N15067,21.7487,68.2881,486313200.0
1985148N15067,22.1075,68.3025,486324000.0
1985148N15067,22.4662,68.3419,486334800.0
1985148N15067,22.8000,68.4000,486345600.0
1985148N15067,23.0811,68.4507,486356400.0
1985148N15067,23.3437,68.5276,486367200.0
1985148N15067,23.6258,68.6544,486378000.0
1985148N15067,23.9000,68.8000,486388800.0
1985148N15067,24.1505,68.9201,486399600.0
1985148N15067,24.3814,69.0635,486410400.0
1985148N15067,24.5954,69.2638,486421200.0
1985148N15067,24.8000,69.5000,486432000.0
1985281N02144,1.90000,144.000,497577600.0
1985281N02144,2.29855,143.298,497588400.0
1985281N02144,2.69757,142.577,497599200.0
1985281N02144,3.09779,141.817,497610000.0
1985281N02144,3.50000,141.000,497620800.0
1985281N02144,3.90273,140.118,497631600.0
1985281N02144,4.29542,139.218,497642400.0
1985281N02144,4.66534,138.359,497653200.0
1985281N02144,5.00000,137.600,497664000.0
1985281N02144,5.27295,137.041,497674800.0
1985281N02144,5.51392,136.582,497685600.0
1985281N02144,5.74799,136.157,497696400.0
1985281N02144,6.00000,135.700,497707200.0
1985281N02144,6.32791,135.106,497718000.0
1985281N02144,6.67266,134.473,497728800.0
1985281N02144,7.00604,133.828,497739600.0
1985281N02144,7.30000,133.200,497750400.0
1985281N02144,7.51367,132.632,497761200.0
1985281N02144,7.68697,132.084,497772000.0
1985281N02144,7.84180,131.545,497782800.0
1985281N02144,8.00000,131.000,497793600.0
1985281N02144,8.19612,130.481,497804400.0
1985281N02144,8.39880,129.947,497815200.0
1985281N02144,8.60213,129.365,497826000.0
1985281N02144,8.80000,128.700,497836800.0
1985281N02144,8.97851,127.903,497847600.0
1985281N02144,9.13368,126.883,497858400.0
1985281N02144,9.32513,125.915,497869200.0
1985281N02144,9.53000,125.020,497880000.0
1985281N02144,9.73797,124.222,497890800.0
1985281N02144,9.93063,123.435,497901600.0
1985281N02144,10.0987,122.538,497912400.0
1985281N02144,10.2769,121.638,497923200.0
1985281N02144,10.4792,120.888,497934000.0
1985281N02144,10.6974,120.224,497944800.0
1985281N02144,10.9331,119.584,497955600.0
1985281N02144,11.1421,118.979,497966400.0
1985281N02144,11.2863,118.379,497977200.0
1985281N02144,11.4184,117.844,497988000.0
1985281N02144,11.5826,117.402,497998800.0
1985281N02144,11.7600,117.040,498009600.0
1985281N02144,11.9389,116.725,498020400.0
1985281N02144,12.1279,116.450,498031200.0
1985281N02144,12.3318,116.174,498042000.0
1985281N02144,12.5400,115.900,498052800.0
1985281N02144,12.7360,115.614,498063600.0
1985281N02144,12.9400,115.340,498074400.0
1985281N02144,13.1614,115.104,498085200.0
1985281N02144,13.4000,114.860,498096000.0
1985281N02144,13.6582,114.571,498106800.0
1985281N02144,13.9172,114.243,498117600.0
1985281N02144,14.1521,113.883,498128400.0
1985281N02144,14.3800,113.500,498139200.0
1985281N02144,14.6093,113.140,498150000.0
1985281N02144,14.8469,112.736,498160800.0
1985281N02144,15.0984,112.242,498171600.0
1985281N02144,15.3600,111.700,498182400.0
1985281N02144,15.6237,111.171,498193200.0
1985281N02144,15.9060,110.612,498204000.0
1985281N02144,16.2395,110.013,498214800.0
1985281N02144,16.5400,109.380,498225600.0
1985281N02144,16.7336,108.729,498236400.0
1985281N02144,16.8664,108.061,498247200.0
1985281N02144,16.9882,107.395,498258000.0
1985281N02144,17.0800,106.720,498268800.0
1985281N02144,17.1331,106.022,498279600.0
1985281N02144,17.2130,105.324,498290400.0
1985281N02144,17.3800,104.718,498301200.0
1985281N02144,17.5800,104.100,498312000.0
1985281N02144,17.7423,103.278,498322800.0
1985281N02144,17.6800,102.480,498333600.0
1985281N02144,17.5053,101.770,498344400.0
1985281N02144,17.5000,101.000,498355200.0
1985281N02144,17.7412,100.530,498366000.0
1985281N02144,18.0000,100.000,498376800.0
1985281N02144,18.0671,99.1144,498387600.0
1985281N02144,18.0000,98.0000,498398400.0
1985282N12090,11.8000,90.4000,497642400.0
1985282N12090,12.3007,90.6926,497653200.0
1985282N12090,12.8000,90.8000,497664000.0
1985282N12090,13.2854,90.5808,497674800.0
1985282N12090,13.6979,90.0778,497685600.0
1985282N12090,13.9814,89.3946,497696400.0
1985282N12090,14.2000,88.6000,497707200.0
1985282N12090,14.4193,87.7957,497718000.0
1985282N12090,14.6296,86.9948,497728800.0
1985282N12090,14.8475,86.2851,497739600.0
1985282N12090,15.1000,85.7000,497750400.0
1985282N12090,15.4125,85.2689,497761200.0
1985282N12090,15.7480,84.9284,497772000.0
1985282N12090,16.0644,84.6011,497782800.0
1985282N12090,16.4000,84.3000,497793600.0
1985282N12090,16.8043,84.0001,497804400.0
1985282N12090,17.2305,83.7364,497815200.0
1985282N12090,17.6489,83.5144,497826000.0
1985282N12090,18.0000,83.3000,497836800.0
1985282N12090,18.2350,83.0593,497847600.0
1985282N12090,18.4000,82.8000,497858400.0
1985284N05159,5.10000,159.400,497836800.0
1985284N05159,5.46139,158.789,497847600.0
1985284N05159,5.82261,158.175,497858400.0
1985284N05159,6.18387,157.556,497869200.0
1985284N05159,6.03027,156.286,497880000.0
1985284N05159,6.23001,155.351,497890800.0
1985284N05159,6.55288,154.598,497901600.0
1985284N05159,6.84562,153.833,497912400.0
1985284N05159,7.20000,153.207,497923200.0
1985284N05159,7.56956,152.624,497934000.0
1985284N05159,7.90658,152.021,497944800.0
1985284N05159,8.28510,151.489,497955600.0
1985284N05159,8.70000,150.950,497966400.0
1985284N05159,9.15504,150.301,497977200.0
1985284N05159,9.60044,149.645,497988000.0
1985284N05159,9.98284,149.124,497998800.0
1985284N05159,10.3294,148.529,498009600.0
1985284N05159,10.6840,147.666,498020400.0
1985284N05159,10.9742,146.713,498031200.0
1985284N05159,11.1556,145.786,498042000.0
1985284N05159,11.2600,144.920,498052800.0
1985284N05159,11.3482,144.201,498063600.0
1985284N05159,11.4213,143.565,498074400.0
1985284N05159,11.5063,142.926,498085200.0
1985284N05159,11.6000,142.320,498096000.0
1985284N05159,11.6921,141.739,498106800.0
1985284N05159,11.8090,141.184,498117600.0
1985284N05159,11.9596,140.638,498128400.0
1985284N05159,12.1600,140.100,498139200.0
1985284N05159,12.4250,139.566,498150000.0
1985284N05159,12.7000,139.020,498160800.0
1985284N05159,12.9310,138.445,498171600.0
1985284N05159,13.1200,137.860,498182400.0
1985284N05159,13.2628,137.274,498193200.0
1985284N05159,13.3761,136.707,498204000.0
1985284N05159,13.4927,136.174,498214800.0
1985284N05159,13.6000,135.680,498225600.0
1985284N05159,13.6886,135.240,498236400.0
1985284N05159,13.7897,134.793,498247200.0
1985284N05159,13.9358,134.277,498258000.0
1985284N05159,14.1000,133.720,498268800.0
1985284N05159,14.2664,133.160,498279600.0
1985284N05159,14.4174,132.562,498290400.0
1985284N05159,14.5371,131.903,498301200.0
1985284N05159,14.6200,131.220,498312000.0
1985284N05159,14.6714,130.555,498322800.0
1985284N05159,14.6920,129.885,498333600.0
1985284N05159,14.7003,129.190,498344400.0
1985284N05159,14.6800,128.520,498355200.0
1985284N05159,14.6299,127.912,498366000.0
1985284N05159,14.5468,127.349,498376800.0
1985284N05159,14.4240,126.812,498387600.0
1985284N05159,14.3200,126.300,498398400.0
1985284N05159,14.2869,125.794,498409200.0
1985284N05159,14.3064,125.297,498420000.0
1985284N05159,14.3535,124.795,498430800.0
1985284N05159,14.4400,124.300,498441600.0
1985284N05159,14.5483,123.829,498452400.0
1985284N05159,14.6952,123.353,498463200.0
1985284N05159,14.8787,122.873,498474000.0
1985284N05159,15.0800,122.320,498484800.0
1985284N05159,15.2854,121.628,498495600.0
1985284N05159,15.4503,120.866,498506400.0
1985284N05159,15.5138,120.067,498517200.0
1985284N05159,15.5600,119.360,498528000.0
1985284N05159,15.6690,118.893,498538800.0
1985284N05159,15.8166,118.521,498549600.0
1985284N05159,15.9913,118.107,498560400.0
1985284N05159,16.1800,117.660,498571200.0
1985284N05159,16.3482,117.146,498582000.0
1985284N05159,16.5269,116.605,498592800.0
1985284N05159,16.7424,116.096,498603600.0
1985284N05159,16.9600,115.540,498614400.0
1985284N05159,17.1454,114.875,498625200.0
1985284N05159,17.3227,114.165,498636000.0
1985284N05159,17.5174,113.496,498646800.0
1985284N05159,17.7000,112.800,498657600.0
1985284N05159,17.8396,112.058,498668400.0
1985284N05159,17.9729,111.240,498679200.0
1985284N05159,18.1436,110.306,498690000.0
1985284N05159,18.3000,109.360,498700800.0
1985284N05159,18.4034,108.514,498711600.0
1985284N05159,18.4847,107.702,498722400.0
1985284N05159,18.5752,106.844,498733200.0
1985284N05159,18.6526,106.063,498744000.0
1985284N05159,18.7179,105.486,498754800.0
1985284N05159,18.7947,104.925,498765600.0
1985284N05159,18.8966,104.118,498776400.0
1985284N05159,19.0000,103.171,498787200.0
1985284N05159,19.0120,102.575,498798000.0
1985284N05159,19.0000,102.000,498808800.0
1985284N05159,19.0005,100.725,498819600.0
1985284N05159,19.0000,99.0000,498830400.0
1985288N19089,18.9000,89.1000,498182400.0
1985288N19089,19.1054,88.8091,498193200.0
1985288N19089,19.3064,88.5292,498204000.0
1985288N19089,19.5018,88.2660,498214800.0
1985288N19089,19.7000,88.0000,498225600.0
1985288N19089,19.9156,87.7090,498236400.0
1985288N19089,20.1374,87.4069,498247200.0
1985288N19089,20.3455,87.1050,498258000.0
1985288N19089,20.6000,86.8000,498268800.0
1985288N19089,20.9356,86.4951,498279600.0
1985288N19089,21.3565,86.1800,498290400.0
1985288N19089,21.8568,85.8463,498301200.0
1985288N19089,22.4000,85.5000,498312000.0
1985317N12082,12.0000,81.9000,500709600.0
1985317N12082,12.0585,82.1999,500720400.0
1985317N12082,12.1000,82.5000,500731200.0
1985317N12082,12.1113,82.8043,500742000.0
1985317N12082,12.0937,83.1330,500752800.0
1985317N12082,12.0567,83.5052,500763600.0
1985317N12082,12.0000,83.9000,500774400.0
1985317N12082,11.9066,84.3072,500785200.0
1985317N12082,11.8201,84.7190,500796000.0
1985317N12082,11.7798,85.1250,500806800.0
1985317N12082,11.8000,85.5000,500817600.0
1985317N12082,11.8945,85.8714,500828400.0
1985317N12082,12.0561,86.1684,500839200.0
1985317N12082,12.2797,86.3611,500850000.0
1985317N12082,12.5000,86.4000,500860800.0
1985317N12082,12.6558,86.2540,500871600.0
1985317N12082,12.7588,86.0002,500882400.0
1985317N12082,12.8036,85.7564,500893200.0
1985317N12082,12.8000,85.5000,500904000.0
1985317N12082,12.7595,85.2581,500914800.0
1985317N12082,12.6962,84.9935,500925600.0
1985317N12082,12.6310,84.7096,500936400.0
1985317N12082,12.6000,84.4000,500947200.0
1985317N12082,12.6281,84.0766,500958000.0
1985317N12082,12.7085,83.7336,500968800.0
1985317N12082,12.8333,83.3887,500979600.0
1985317N12082,13.0000,83.0000,500990400.0
1985317N12082,13.1751,82.5166,501001200.0
1985317N12082,13.3841,81.9926,501012000.0
1985317N12082,13.6160,81.4796,501022800.0
1985317N12082,13.9000,81.0000,501033600.0
1985317N12082,14.2584,80.5339,501044400.0
1985317N12082,14.6524,80.1530,501055200.0
1985317N12082,15.0252,79.9069,501066000.0
1985317N12082,15.4000,79.8000,501076800.0
1985317N12082,15.7941,79.7995,501087600.0
1985317N12082,16.1827,79.9192,501098400.0
1985317N12082,16.5487,80.1342,501109200.0
1985317N12082,16.9000,80.4000,501120000.0
1985343N04090,4.20000,90.0000,502956000.0
1985343N04090,4.34998,90.1580,502966800.0
1985343N04090,4.50000,90.3000,502977600.0
1985343N04090,4.65214,90.4131,502988400.0
1985343N04090,4.81647,90.4972,502999200.0
1985343N04090,5.00632,90.5564,503010000.0
1985343N04090,5.20000,90.6000,503020800.0
1985343N04090,5.35952,90.6687,503031600.0
1985343N04090,5.53123,90.7199,503042400.0
1985343N04090,5.74357,90.7424,503053200.0
1985343N04090,6.00000,90.7000,503064000.0
1985343N04090,6.30852,90.5932,503074800.0
1985343N04090,6.63113,90.4036,503085600.0
1985343N04090,6.92066,90.1409,503096400.0
1985343N04090,7.20000,89.8000,503107200.0
1985343N04090,7.47063,89.4160,503118000.0
1985343N04090,7.76757,88.9487,503128800.0
1985343N04090,8.12065,88.3982,503139600.0
1985343N04090,8.50000,87.8000,503150400.0
1985343N04090,8.88710,87.1839,503161200.0
1985343N04090,9.26133,86.5852,503172000.0
1985343N04090,9.59856,86.0675,503182800.0
1985343N04090,9.90000,85.6000,503193600.0
1985343N04090,10.1598,85.1456,503204400.0
1985343N04090,10.3997,84.7271,503215200.0
1985343N04090,10.6360,84.3587,503226000.0
1985343N04090,10.9000,84.0000,503236800.0
1985343N04090,11.2301,83.5977,503247600.0
1985343N04090,11.5887,83.1888,503258400.0
1985343N04090,11.9530,82.7817,503269200.0
1985343N04090,12.3000,82.4000,503280000.0
1985343N04090,12.5892,82.0747,503290800.0
1985343N04090,12.8823,81.7672,503301600.0
1985343N04090,13.2392,81.4386,503312400.0
1985343N04090,13.6000,81.1000,503323200.0
1985343N04090,13.9053,80.7532,503334000.0
1985343N04090,14.1931,80.4032,503344800.0
1985343N04090,14.4881,80.0515,503355600.0
1985343N04090,14.8000,79.7000,503366400.0
1985343N04090,15.1413,79.3499,503377200.0
1985343N04090,15.5000,79.0000,503388000.0
1986006N03087,3.00000,87.0000,505353600.0
1986006N03087,3.11239,86.6863,505364400.0
1986006N03087,3.22593,86.3774,505375200.0
1986006N03087,3.34183,86.0782,505386000.0
1986006N03087,3.46132,85.7937,505396800.0
1986006N03087,3.58563,85.5287,505407600.0
1986006N03087,3.71602,85.2881,505418400.0
1986006N03087,3.85372,85.0770,505429200.0
1986006N03087,4.00000,84.9000,505440000.0
1986006N03087,4.15461,84.7586,505450800.0
1986006N03087,4.30906,84.6315,505461600.0
1986006N03087,4.43742,84.5003,505472400.0
1986006N03087,4.55714,84.3571,505483200.0
1986006N03087,4.68016,84.1926,505494000.0
1986006N03087,4.80376,84.0287,505504800.0
1986006N03087,4.90047,83.8592,505515600.0
1986006N03087,5.00000,83.7000,505526400.0
1986006N03087,5.13389,83.5694,505537200.0
1986006N03087,5.27124,83.4425,505548000.0
1986006N03087,5.38546,83.2981,505558800.0
1986006N03087,5.50000,83.1500,505569600.0
1986006N03087,5.62766,82.9991,505580400.0
1986006N03087,5.76375,82.8600,505591200.0
1986006N03087,5.89797,82.7459,505602000.0
1986006N03087,6.05000,82.6500,505612800.0
1986006N03087,6.23546,82.5564,505623600.0
1986006N03087,6.43874,82.4812,505634400.0
1986006N03087,6.64390,82.4292,505645200.0
1986006N03087,6.85000,82.4000,505656000.0
1986006N03087,7.03173,82.3870,505666800.0
1986006N03087,7.21626,82.3888,505677600.0
1986006N03087,7.41017,82.3923,505688400.0
1986006N03087,7.65000,82.4000,505699200.0
1986006N03087,7.96548,82.4031,505710000.0
1986006N03087,8.34877,82.4175,505720800.0
1986006N03087,8.79392,82.4531,505731600.0
1986006N03087,9.25000,82.5000,505742400.0
1986006N03087,9.66357,82.5467,505753200.0
1986006N03087,10.0396,82.5967,505764000.0
1986006N03087,10.3838,82.6385,505774800.0
1986006N03087,10.7250,82.7000,505785600.0
1986006N03087,11.0875,82.8298,505796400.0
1986006N03087,11.5000,83.0000,505807200.0
1986228N19120,18.8000,119.600,524534400.0
1986228N19120,18.1953,118.802,524545200.0
1986228N19120,17.6725,117.922,524556000.0
1986228N19120,17.2542,117.453,524566800.0
1986228N19120,16.9400,117.090,524577600.0
1986228N19120,16.7291,116.747,524588400.0
1986228N19120,16.5363,116.392,524599200.0
1986228N19120,16.3229,116.107,524610000.0
1986228N19120,16.1000,115.933,524620800.0
1986228N19120,15.8473,115.894,524631600.0
1986228N19120,15.5991,115.974,524642400.0
